Unnamed: 0,Bucket Range,Records,Records (%),High Risk Ratio,Low Risk Ratio,WoE,col_name
1,"(-inf, 0.50)","1,781,105",8.02,22.91,77.09,-1.3006435209639389,ACTV_30_DYS_avg
2,"[0.50, 1.00)","904,401",4.07,19.14,80.86,-1.0734696541841595,ACTV_30_DYS_avg
3,"[1.00, inf)","19,287,915",86.87,4.61,95.39,0.5148297817279093,ACTV_30_DYS_avg
4,Missing,"228,985",1.03,83.56,16.44,-4.140236066600819,ACTV_30_DYS_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,ACTV_30_DYS_avg
1,"(-inf, 50.00)","1,793,496",8.08,23.09,76.91,-1.3110730762914575,ACTV_30_DYS_norm
2,"[50.00, inf)","20,179,925",90.89,5.24,94.76,0.3814914702923166,ACTV_30_DYS_norm
3,Missing,"228,985",1.03,83.56,16.44,-4.140236066600819,ACTV_30_DYS_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,ACTV_30_DYS_norm
1,"(-inf, 1.00)","2,194,865",9.89,12.12,87.88,-0.5330559717058005,ACTV_60_DYS_avg
2,"[1.00, inf)","19,778,556",89.08,6.09,93.91,0.2211435678226565,ACTV_60_DYS_avg
3,Missing,"228,985",1.03,83.56,16.44,-4.140236066600819,ACTV_60_DYS_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,ACTV_60_DYS_avg
1,"(-inf, 100.00)","2,320,039",10.45,13.95,86.05,-0.6948824208859912,ACTV_60_DYS_norm
2,"[100.00, inf)","19,653,382",88.52,5.84,94.16,0.2665497933198777,ACTV_60_DYS_norm
3,Missing,"228,985",1.03,83.56,16.44,-4.140236066600819,ACTV_60_DYS_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,ACTV_60_DYS_norm
1,"(-inf, 0.13)","1,244,839",5.61,0.64,99.36,2.536508273208581,ACTV_90_DYS_avg
2,"[0.13, 0.54)","429,627",1.94,4.87,95.13,0.4589221223702937,ACTV_90_DYS_avg
3,"[0.54, 0.71)","139,996",0.63,6.7,93.3,0.1199138117241318,ACTV_90_DYS_avg
4,"[0.71, inf)","20,158,959",90.8,7.11,92.89,0.0561557153976353,ACTV_90_DYS_avg
5,Missing,"228,985",1.03,83.56,16.44,-4.140236066600819,ACTV_90_DYS_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,ACTV_90_DYS_avg
1,"(-inf, 25.00)","1,245,831",5.61,0.66,99.34,2.4944032240910143,ACTV_90_DYS_norm
2,"[25.00, inf)","20,727,590",93.36,7.06,92.94,0.0638381865751358,ACTV_90_DYS_norm
3,Missing,"228,985",1.03,83.56,16.44,-4.140236066600819,ACTV_90_DYS_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,ACTV_90_DYS_norm
1,['Verified' 'None' 'Unknown' 'CONSUMER'],"22,202,406",100.0,7.49,92.51,0.0,ADR_CRDT_VERI_STS_mode
2,Missing,0,0.0,0.0,0.0,0.0,ADR_CRDT_VERI_STS_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,ADR_CRDT_VERI_STS_mode
1,"(-inf, 123.86)","3,887,502",17.51,10.18,89.82,-0.3368040911146006,ARPU_12_avg
2,"[123.86, 124.98)","43,768",0.2,9.6,90.4,-0.2712891144259846,ARPU_12_avg
3,"[124.98, 149.99)","1,148,475",5.17,8.41,91.59,-0.1264518706762474,ARPU_12_avg
4,"[149.99, 200.00)","2,523,080",11.36,7.21,92.79,0.0408109175132405,ARPU_12_avg
5,"[200.00, 324.97)","5,452,783",24.56,6.91,93.09,0.0858596287863102,ARPU_12_avg
6,"[324.97, inf)","9,146,125",41.19,6.63,93.37,0.1303004427999057,ARPU_12_avg
7,Missing,673,0.0,30.31,69.69,-1.681742525313659,ARPU_12_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,ARPU_12_avg
1,"(-inf, 124.98)","3,539,878",15.94,9.97,90.03,-0.3136162406160592,ARPU_12_sum
2,"[124.98, 149.99)","936,613",4.22,8.78,91.22,-0.1738191124294967,ARPU_12_sum
3,"[149.99, 199.99)","2,027,295",9.13,7.4,92.6,0.012129202086426,ARPU_12_sum
4,"[199.99, inf)","15,697,947",70.7,6.86,93.14,0.094285820727832,ARPU_12_sum
5,Missing,673,0.0,30.31,69.69,-1.681742525313659,ARPU_12_sum
Totals, ,"22,202,406",100.0,7.49,92.51, ,ARPU_12_sum
1,"(-inf, 1299.89)","21,868,330",98.5,7.4,92.6,0.0124873626924153,ARPU_1_avg
2,"[1299.89, 1749.83)","204,050",0.92,7.58,92.42,-0.0140252339582236,ARPU_1_avg
3,"[1749.83, 1999.41)","40,381",0.18,9.37,90.63,-0.2444573525223026,ARPU_1_avg
4,"[1999.41, 2336.99)","28,442",0.13,12.62,87.38,-0.5794392702144624,ARPU_1_avg
5,"[2336.99, 2909.29)","22,572",0.1,18.2,81.8,-1.011636260403389,ARPU_1_avg
6,"[2909.29, inf)","37,958",0.17,43.9,56.1,-2.2690506609819785,ARPU_1_avg
7,Missing,673,0.0,30.31,69.69,-1.681742525313659,ARPU_1_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,ARPU_1_avg
1,"(-inf, 50.00)","1,427,923",6.43,21.53,78.47,-1.2208574753728327,ARPU_1_sum
2,"[50.00, 150.17)","2,057,452",9.27,6.73,93.27,0.1145162730610915,ARPU_1_sum
3,"[150.17, 325.17)","6,116,244",27.55,6.5,93.5,0.1516376951706033,ARPU_1_sum
4,"[325.17, inf)","12,600,114",56.75,6.5,93.5,0.1526516425428927,ARPU_1_sum
5,Missing,673,0.0,30.31,69.69,-1.681742525313659,ARPU_1_sum
Totals, ,"22,202,406",100.0,7.49,92.51, ,ARPU_1_sum
1,"(-inf, 0.00)","248,543",1.12,17.11,82.89,-0.9366091988610388,ARPU_3_avg
2,"[0.00, 108.39)","2,084,683",9.39,9.9,90.1,-0.3063849849326492,ARPU_3_avg
3,"[108.39, 125.01)","455,198",2.05,8.61,91.39,-0.1519145004456352,ARPU_3_avg
4,"[125.01, 150.02)","1,091,789",4.92,7.59,92.41,-0.0148375583529185,ARPU_3_avg
5,"[150.02, inf)","18,321,520",82.52,7.05,92.95,0.0654096164675284,ARPU_3_avg
6,Missing,673,0.0,30.31,69.69,-1.681742525313659,ARPU_3_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,ARPU_3_avg
1,"(-inf, 0.00)","248,543",1.12,17.11,82.89,-0.9366091988610388,ARPU_3_sum
2,"[0.00, 108.33)","1,896,721",8.54,9.96,90.04,-0.3128222175497277,ARPU_3_sum
3,"[108.33, 125.00)","369,562",1.66,9.02,90.98,-0.2032115211650396,ARPU_3_sum
4,"[125.00, 134.15)","391,233",1.76,7.98,92.02,-0.0686566552969161,ARPU_3_sum
5,"[134.15, 150.02)","500,545",2.25,7.85,92.15,-0.051299536329719,ARPU_3_sum
6,"[150.02, inf)","18,795,129",84.65,7.06,92.94,0.0634833486478663,ARPU_3_sum
7,Missing,673,0.0,30.31,69.69,-1.681742525313659,ARPU_3_sum
Totals, ,"22,202,406",100.0,7.49,92.51, ,ARPU_3_sum
1,"(-inf, 13.33)","364,255",1.64,0.16,99.84,3.892805939840689,ARPU_6_avg
2,"[13.33, 19.97)","84,201",0.38,0.88,99.12,2.2153574880427467,ARPU_6_avg
3,"[19.97, 24.98)","99,559",0.45,1.68,98.32,1.5543520482454998,ARPU_6_avg
4,"[24.98, 33.33)","151,729",0.68,2.67,97.33,1.0818451637313289,ARPU_6_avg
5,"[33.33, 41.59)","144,902",0.65,4.61,95.39,0.5158317161793433,ARPU_6_avg
6,"[41.59, 49.16)","136,002",0.61,5.29,94.71,0.3717312345784478,ARPU_6_avg
7,"[49.16, 54.17)","185,556",0.84,5.7,94.3,0.2926615330080682,ARPU_6_avg
8,"[54.17, 57.46)","85,017",0.38,6.44,93.56,0.1622581156002689,ARPU_6_avg
9,"[57.46, 62.36)","112,081",0.5,6.83,93.17,0.0983336543746884,ARPU_6_avg
10,"[62.36, 786.58)","19,590,252",88.23,7.72,92.28,-0.0327969605994074,ARPU_6_avg
11,"[786.58, 878.63)","376,142",1.69,7.85,92.15,-0.05160972740578,ARPU_6_avg
12,"[878.63, 1820.05)","812,204",3.66,8.51,91.49,-0.1397504446281132,ARPU_6_avg
13,"[1820.05, 2074.41)","22,694",0.1,9.68,90.32,-0.2810395593462043,ARPU_6_avg
14,"[2074.41, inf)","37,139",0.17,12.72,87.28,-0.5880173627634293,ARPU_6_avg
15,Missing,673,0.0,30.31,69.69,-1.681742525313659,ARPU_6_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,ARPU_6_avg
1,"(-inf, 16.67)","399,704",1.8,0.21,99.79,3.670455217812222,ARPU_6_sum
2,"[16.67, 24.17)","122,509",0.55,1.36,98.64,1.7710590903752008,ARPU_6_sum
3,"[24.17, 33.33)","157,190",0.71,2.55,97.45,1.1283412854891024,ARPU_6_sum
4,"[33.33, 41.63)","136,387",0.61,4.47,95.53,0.547397261494734,ARPU_6_sum
5,"[41.63, 49.16)","126,848",0.57,5.02,94.98,0.4253118710057006,ARPU_6_sum
6,"[49.16, 54.17)","175,057",0.79,5.56,94.44,0.3175071489257504,ARPU_6_sum
7,"[54.17, 57.46)","79,200",0.36,6.31,93.69,0.1841688213315424,ARPU_6_sum
8,"[57.46, 62.43)","104,952",0.47,6.6,93.4,0.1354158754712893,ARPU_6_sum
9,"[62.43, 879.12)","17,343,976",78.12,7.34,92.66,0.0220119711515014,ARPU_6_sum
10,"[879.12, 997.95)","679,824",3.06,7.92,92.08,-0.0604329700678705,ARPU_6_sum
11,"[997.95, 1103.66)","483,528",2.18,8.38,91.62,-0.1218673517088611,ARPU_6_sum
12,"[1103.66, 1255.55)","535,582",2.41,8.81,91.19,-0.1776607020924117,ARPU_6_sum
13,"[1255.55, 1409.73)","410,988",1.85,9.28,90.72,-0.2337399090902945,ARPU_6_sum
14,"[1409.73, 1572.42)","324,239",1.46,9.78,90.22,-0.2924333905780765,ARPU_6_sum
15,"[1572.42, 1710.04)","211,322",0.95,10.27,89.73,-0.3470184048485603,ARPU_6_sum
16,"[1710.04, 1931.00)","251,269",1.13,11.1,88.9,-0.433865589403005,ARPU_6_sum
17,"[1931.00, 2172.47)","190,309",0.86,11.9,88.1,-0.5126033322874788,ARPU_6_sum
18,"[2172.47, 2376.55)","113,148",0.51,12.59,87.41,-0.5766523083498103,ARPU_6_sum
19,"[2376.55, 2908.09)","173,278",0.78,13.66,86.34,-0.6707087423092308,ARPU_6_sum
20,"[2908.09, 3408.30)","77,425",0.35,14.93,85.07,-0.7743723314960647,ARPU_6_sum
21,"[3408.30, inf)","104,998",0.47,15.24,84.76,-0.7981263864883372,ARPU_6_sum
22,Missing,673,0.0,30.31,69.69,-1.681742525313659,ARPU_6_sum
Totals, ,"22,202,406",100.0,7.49,92.51, ,ARPU_6_sum
1,['None' 'N' 'Y'],"22,202,406",100.0,7.49,92.51,0.0,BAD_DBT_FLG_mode
2,Missing,0,0.0,0.0,0.0,0.0,BAD_DBT_FLG_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,BAD_DBT_FLG_mode
1,"(-inf, 97.47)","3,569,295",16.08,13.33,86.67,-0.6422582453239072,BAR_FLG_M6_N_norm
2,"[97.47, inf)","18,633,111",83.92,6.37,93.63,0.1740131402430642,BAR_FLG_M6_N_norm
3,Missing,0,0.0,0.0,0.0,0.0,BAR_FLG_M6_N_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,BAR_FLG_M6_N_norm
1,"(-inf, 1.28)","21,524,982",96.95,6.36,93.64,0.1749277376729905,BAR_FLG_M6_Y_norm
2,"[1.28, 20.71)","24,704",0.11,36.59,63.41,-1.964519388531653,BAR_FLG_M6_Y_norm
3,"[20.71, 25.54)","25,909",0.12,37.57,62.43,-2.0063833709400205,BAR_FLG_M6_Y_norm
4,"[25.54, 34.06)","58,347",0.26,39.0,61.0,-2.067105430503463,BAR_FLG_M6_Y_norm
5,"[34.06, 52.78)","146,702",0.66,41.75,58.25,-2.1810661581780666,BAR_FLG_M6_Y_norm
6,"[52.78, inf)","421,762",1.9,45.07,54.93,-2.316563175540688,BAR_FLG_M6_Y_norm
7,Missing,0,0.0,0.0,0.0,0.0,BAR_FLG_M6_Y_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,BAR_FLG_M6_Y_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,BAR_FLG_N_norm
2,Missing,0,0.0,0.0,0.0,0.0,BAR_FLG_N_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,BAR_FLG_N_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,BAR_FLG_Y_norm
2,Missing,0,0.0,0.0,0.0,0.0,BAR_FLG_Y_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,BAR_FLG_Y_norm
1,"(-inf, 1299.89)","21,868,803",98.5,7.4,92.6,0.0126388444285479,BILL_AMT_M1_avg
2,"[1299.89, 1749.83)","203,294",0.92,7.61,92.39,-0.0171327510347012,BILL_AMT_M1_avg
3,"[1749.83, 1999.41)","40,262",0.18,9.39,90.61,-0.2477141049458575,BILL_AMT_M1_avg
4,"[1999.41, 2336.99)","28,354",0.13,12.65,87.35,-0.5817101776913467,BILL_AMT_M1_avg
5,"[2336.99, 2909.29)","22,484",0.1,18.26,81.74,-1.0155203214337707,BILL_AMT_M1_avg
6,"[2909.29, inf)","37,832",0.17,44.04,55.96,-2.274770892321666,BILL_AMT_M1_avg
7,Missing,"1,377",0.01,30.36,69.64,-1.6838156575570404,BILL_AMT_M1_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,BILL_AMT_M1_avg
1,"(-inf, 13.94)","1,766,398",7.96,0.38,99.62,3.0634801453951974,BILL_OUTSTANDING_M1_avg
2,"[13.94, 145.97)","2,153,613",9.7,0.65,99.35,2.514450764033968,BILL_OUTSTANDING_M1_avg
3,"[145.97, 208.99)","2,440,713",10.99,1.35,98.65,1.7789918837124503,BILL_OUTSTANDING_M1_avg
4,"[208.99, 242.03)","1,737,973",7.83,1.71,98.29,1.5381741966081517,BILL_OUTSTANDING_M1_avg
5,"[242.03, 251.15)","337,649",1.52,2.1,97.9,1.3265787048066162,BILL_OUTSTANDING_M1_avg
6,"[251.15, 293.75)","1,752,181",7.89,2.74,97.26,1.0550709450736258,BILL_OUTSTANDING_M1_avg
7,"[293.75, 313.99)","664,441",2.99,3.24,96.76,0.8819497406699184,BILL_OUTSTANDING_M1_avg
8,"[313.99, 375.87)","2,564,803",11.55,3.7,96.3,0.7448960944016556,BILL_OUTSTANDING_M1_avg
9,"[375.87, 403.90)","1,012,968",4.56,4.34,95.66,0.5798142557334116,BILL_OUTSTANDING_M1_avg
10,"[403.90, 416.58)","382,563",1.72,5.18,94.82,0.3936294645171578,BILL_OUTSTANDING_M1_avg
11,"[416.58, 471.48)","1,464,078",6.59,7.08,92.92,0.0605483278573641,BILL_OUTSTANDING_M1_avg
12,"[471.48, 522.24)","970,232",4.37,10.15,89.85,-0.3340483736202473,BILL_OUTSTANDING_M1_avg
13,"[522.24, 602.75)","1,126,024",5.07,11.81,88.19,-0.5032567699886488,BILL_OUTSTANDING_M1_avg
14,"[602.75, 680.65)","884,517",3.98,13.66,86.34,-0.6702409818320865,BILL_OUTSTANDING_M1_avg
15,"[680.65, 783.72)","823,483",3.71,18.23,81.77,-1.0136933923637357,BILL_OUTSTANDING_M1_avg
16,"[783.72, 939.53)","763,715",3.44,22.81,77.19,-1.2953374190579474,BILL_OUTSTANDING_M1_avg
17,"[939.53, 1015.67)","227,490",1.02,27.12,72.88,-1.5255426588771193,BILL_OUTSTANDING_M1_avg
18,"[1015.67, 1174.29)","349,279",1.57,32.77,67.23,-1.795466768782116,BILL_OUTSTANDING_M1_avg
19,"[1174.29, 1532.59)","400,263",1.8,39.68,60.32,-2.095551248959691,BILL_OUTSTANDING_M1_avg
20,"[1532.59, 1878.76)","153,538",0.69,47.74,52.26,-2.423814796161824,BILL_OUTSTANDING_M1_avg
21,"[1878.76, 2131.12)","59,986",0.27,56.68,43.32,-2.7830278930713392,BILL_OUTSTANDING_M1_avg
22,"[2131.12, 2717.67)","70,453",0.32,64.45,35.55,-3.1093013453188894,BILL_OUTSTANDING_M1_avg
23,"[2717.67, 3365.33)","33,184",0.15,72.4,27.6,-3.478734062980002,BILL_OUTSTANDING_M1_avg
24,"[3365.33, 4363.45)","24,280",0.11,79.71,20.29,-3.882597116676127,BILL_OUTSTANDING_M1_avg
25,"[4363.45, inf)","37,205",0.17,85.87,14.13,-4.318552853309388,BILL_OUTSTANDING_M1_avg
26,Missing,"1,377",0.01,30.36,69.64,-1.6838156575570404,BILL_OUTSTANDING_M1_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,BILL_OUTSTANDING_M1_avg
1,"(-inf, 16.05)","1,767,024",7.96,0.37,99.63,3.092137542254223,BILL_OUTSTANDING_M1_sum
2,"[16.05, 147.00)","1,735,157",7.82,0.47,99.53,2.844494076421367,BILL_OUTSTANDING_M1_sum
3,"[147.00, 209.00)","1,882,593",8.48,1.14,98.86,1.9467350956965117,BILL_OUTSTANDING_M1_sum
4,"[209.00, 251.17)","1,656,399",7.46,1.42,98.58,1.7289173060554894,BILL_OUTSTANDING_M1_sum
5,"[251.17, 313.96)","1,798,454",8.1,2.26,97.74,1.2527222990395883,BILL_OUTSTANDING_M1_sum
6,"[313.96, 375.90)","2,039,228",9.18,2.85,97.15,1.0155800474158072,BILL_OUTSTANDING_M1_sum
7,"[375.90, 409.82)","954,050",4.3,3.24,96.76,0.8822083977054178,BILL_OUTSTANDING_M1_sum
8,"[409.82, 415.60)","131,154",0.59,4.11,95.89,0.6356364499542249,BILL_OUTSTANDING_M1_sum
9,"[415.60, 471.49)","1,237,392",5.57,5.55,94.45,0.3200358961399692,BILL_OUTSTANDING_M1_sum
10,"[471.49, 619.41)","2,112,956",9.52,8.22,91.78,-0.1019970117659969,BILL_OUTSTANDING_M1_sum
11,"[619.41, 681.23)","770,994",3.47,9.56,90.44,-0.2673509834915957,BILL_OUTSTANDING_M1_sum
12,"[681.23, 784.62)","1,066,744",4.8,11.53,88.47,-0.47610433949322,BILL_OUTSTANDING_M1_sum
13,"[784.62, 1012.61)","1,584,692",7.14,13.55,86.45,-0.6612731328301511,BILL_OUTSTANDING_M1_sum
14,"[1012.61, 1173.57)","760,618",3.43,16.59,83.41,-0.8994992046342969,BILL_OUTSTANDING_M1_sum
15,"[1173.57, 1536.68)","1,092,426",4.92,19.06,80.94,-1.068344040231043,BILL_OUTSTANDING_M1_sum
16,"[1536.68, 1837.34)","516,703",2.33,21.21,78.79,-1.2017532428861772,BILL_OUTSTANDING_M1_sum
17,"[1837.34, 2198.06)","379,072",1.71,24.67,75.33,-1.3979906628038832,BILL_OUTSTANDING_M1_sum
18,"[2198.06, 2511.49)","205,523",0.93,28.47,71.53,-1.59297364001218,BILL_OUTSTANDING_M1_sum
19,"[2511.49, 3035.70)","200,517",0.9,32.42,67.58,-1.7794927122520892,BILL_OUTSTANDING_M1_sum
20,"[3035.70, 3577.68)","109,198",0.49,38.36,61.64,-2.039993334560465,BILL_OUTSTANDING_M1_sum
21,"[3577.68, 4274.74)","74,006",0.33,44.92,55.08,-2.3104585506744657,BILL_OUTSTANDING_M1_sum
22,"[4274.74, 4742.51)","29,052",0.13,51.6,48.4,-2.5781324882532592,BILL_OUTSTANDING_M1_sum
23,"[4742.51, 5270.04)","23,092",0.1,57.41,42.59,-2.8128035628914123,BILL_OUTSTANDING_M1_sum
24,"[5270.04, 7351.19)","43,565",0.2,64.03,35.97,-3.0910243711668004,BILL_OUTSTANDING_M1_sum
25,"[7351.19, inf)","30,420",0.14,68.97,31.03,-3.3129925238474787,BILL_OUTSTANDING_M1_sum
26,Missing,"1,377",0.01,30.36,69.64,-1.6838156575570404,BILL_OUTSTANDING_M1_sum
Totals, ,"22,202,406",100.0,7.49,92.51, ,BILL_OUTSTANDING_M1_sum
1,"(-inf, 3.33)","1,422,812",6.41,1.87,98.13,1.443856216771969,BILL_OUTSTANDING_M3_avg
2,"[3.33, 6.73)","40,929",0.18,3.14,96.86,0.9141524619971366,BILL_OUTSTANDING_M3_avg
3,"[6.73, 224.90)","5,469,797",24.64,5.0,95.0,0.4299552565303246,BILL_OUTSTANDING_M3_avg
4,"[224.90, 283.50)","2,444,374",11.01,5.35,94.65,0.3585328992445022,BILL_OUTSTANDING_M3_avg
5,"[283.50, 374.58)","3,511,048",15.81,5.8,94.2,0.2739928611079727,BILL_OUTSTANDING_M3_avg
6,"[374.58, 405.97)","1,108,999",4.99,6.18,93.82,0.2062254966170309,BILL_OUTSTANDING_M3_avg
7,"[405.97, 417.62)","339,732",1.53,6.76,93.24,0.1097830795668128,BILL_OUTSTANDING_M3_avg
8,"[417.62, 460.85)","1,180,632",5.32,7.5,92.5,-0.0015240356703567,BILL_OUTSTANDING_M3_avg
9,"[460.85, 471.84)","229,874",1.04,8.16,91.84,-0.09355397155859,BILL_OUTSTANDING_M3_avg
10,"[471.84, 514.07)","802,089",3.61,9.05,90.95,-0.2072093568851452,BILL_OUTSTANDING_M3_avg
11,"[514.07, 558.69)","685,003",3.09,9.52,90.48,-0.2628253910204914,BILL_OUTSTANDING_M3_avg
12,"[558.69, 678.25)","1,358,322",6.12,10.6,89.4,-0.3819032105707256,BILL_OUTSTANDING_M3_avg
